sa1_main16, non_sc_quals_adv_dip_dip_p, non_sc_qua_gra_dip_gra_cer_p, sa1_7dig16, non_sc_quals_postgrad_deg_p, non_sc_quals_bachelor_deg_p, p_aged_15_yr_over_p
"20904143301",37,5,"2143301",29,56,405
"21001122617",19,3,"2122617",3,27,203
"20904143313",23,10,"2143313",8,35,206
"20904143314",35,7,"2143314",27,41,302
"20904143321",63,14,"2143321",53,97,474
"20904143407",43,11,"2143407",24,73,471
"20904143413",43,4,"2143413",28,78,422
"21002123222",36,14,"2123222",19,52,332
"20904143404",26,6,"2143404",0,11,325
"20904143405",26,6,"2143405",17,44,264
"20904143409",77,11,"2143409",26,75,629
"20904143410",10,0,"2143410",0,3,79
"20904143501",44,13,"2143501",29,88,543
"21003143819",50,12,"2143819",55,125,583
"20904143416",73,9,"2143416",29,100,659
"20904143419",22,6,"2143419",11,30,256
"20904143421",59,9,"2143421",33,78,451
"20904143425",47,3,"2143425",26,66,335
"21001122604",48,12,"2122604",20,83,481
"20904143506",25,3,"2143506",9,28,199
"20904143502",43,4,"2143502",17,49,440
"20904143514",36,6,"2143514",16,46,383
"20904143515",36,7,"2143515",14,49,359
"20904143518",16,4,"2143518",3,38,298
"20904143522",24,0,"2143522",0,29,172
"20904143525",0,0,"2143525",0,8,44
"20904143609",36,8,"2143609",15,45,352
"20904143615",24,9,"2143615",12,40,364
"20904143616",20,3,"2143616",6,29,300
"20904143617",27,3,"2143617",10,23,241
"20904143619",32,9,"2143619",3,28,271
"20904143620",24,5,"2143620",12,30,228
"20904143623",31,3,"2143623",11,63,364
"20904143624",11,3,"2143624",11,27,171
"21003143820",28,4,"2143820",4,33,410
"20904143625",25,9,"2143625",4,25,282
"20904143633",12,0,"2143633",3,24,217
"20904143635",29,7,"2143635",8,44,436
"20904143704",151,20,"2143704",109,213,1304
"21001122602",51,16,"2122602",21,88,532
"21001122607",35,9,"2122607",10,44,364
"21001122609",47,7,"2122609",9,45,403
"21001122610",22,10,"2122610",13,30,243
"21001122611",20,6,"2122611",11,26,235
"21001122701",0,0,"2122701",0,0,0
"21001122806",29,3,"2122806",3,33,400
"21001122807",25,0,"2122807",4,24,322
"21001122821",31,6,"2122821",6,53,288
"21001122826",18,0,"2122826",8,27,161
"21001122901",31,3,"2122901",6,44,333
"21001122904",27,9,"2122904",9,26,292
"21001122951",16,13,"2122951",16,49,373
"21001122911",44,14,"2122911",9,69,427
"21001122912",18,6,"2122912",7,44,317
"21001122917",32,5,"2122917",11,35,337
"21001122919",20,7,"2122919",5,22,227
"21001122922",33,8,"2122922",11,60,333
"21001122939",28,6,"2122939",20,53,445
"21001122941",28,3,"2122941",13,34,295
"21001122924",52,10,"2122924",28,86,422
"21001122925",11,4,"2122925",3,26,163
"21001122928",37,6,"2122928",5,50,334
"21001122933",13,3,"2122933",6,48,299
"21001122934",18,3,"2122934",12,63,321
"21001122935",28,9,"2122935",10,64,412
"21001123012",46,18,"2123012",30,70,426
"21001123015",40,8,"2123015",22,55,331
"21001123102",35,17,"2123102",15,94,401
"21001123109",53,22,"2123109",23,113,419
"21001123112",21,11,"2123112",17,36,227
"21002123203",46,10,"2123203",18,45,294
"21002123210",50,11,"2123210",11,65,403
"21002123214",30,17,"2123214",9,43,262
"21002123206",19,10,"2123206",5,30,157
"21002123207",55,19,"2123207",27,78,499
"21002123209",41,9,"2123209",25,72,369
"21002123216",34,8,"2123216",9,46,324
"21002123217",30,9,"2123217",9,42,313
"21002123229",21,5,"2123229",0,17,111
"21003143826",22,3,"2143826",19,41,295
"21003143831",37,9,"2143831",28,61,363
"21002123230",15,4,"2123230",3,14,276
"21002123232",31,15,"2123232",6,35,254
"21002123510",45,9,"2123510",7,35,362
"21002123514",29,13,"2123514",13,44,359
"21003143837",21,6,"2143837",24,48,281
"21002123306",17,6,"2123306",6,22,121
"21002123309",53,22,"2123309",33,86,404
"21002123404",32,13,"2123404",11,42,266
"21002123518",19,5,"2123518",13,25,217
"21002123406",40,10,"2123406",6,36,324
"21002123504",36,9,"2123504",4,21,322
"21002123519",58,5,"2123519",15,71,480
"21003123605",0,0,"2123605",0,0,0
"21003123607",23,15,"2123607",20,53,331
"21003123945",41,9,"2123945",14,69,384
"21003123616",16,4,"2123616",10,26,159
"21003123617",18,8,"2123617",15,55,240
"21003123707",55,9,"2123707",39,93,518
"21003123709",18,3,"2123709",22,41,335
"21003123710",29,5,"2123710",36,67,402
"21003123713",7,0,"2123713",0,6,71
"21003123715",25,9,"2123715",9,66,518
"21003123719",20,3,"2123719",5,28,240
"21003123723",14,0,"2123723",14,60,353
"21003123730",24,7,"2123730",28,45,328
"21003123911",19,17,"2123911",28,83,336
"21003123912",22,10,"2123912",11,52,317
"21003123913",25,6,"2123913",12,45,269
"21003123922",24,4,"2123922",22,69,308
"21003123927",48,10,"2123927",22,93,454
"21003123928",25,4,"2123928",14,37,198
"21003123930",25,8,"2123930",10,50,302
"21003123931",87,16,"2123931",40,126,525
"21003123932",41,15,"2123932",40,103,416
"21003123937",39,11,"2123937",42,86,360
"21003123949",26,9,"2123949",23,73,308
"21003143801",26,3,"2143801",3,37,277
"21003143806",10,3,"2143806",22,27,270
"21003143812",57,9,"2143812",23,81,520
"21003143815",21,6,"2143815",9,42,220
"21003143816",31,3,"2143816",14,44,283
"21003143907",26,10,"2143907",10,61,325
"21003144003",24,0,"2144003",18,46,291
"21003144004",17,3,"2144004",10,16,182
"21003144006",20,8,"2144006",10,42,315
"21003144008",33,5,"2144008",11,38,343
"21004124009",16,6,"2124009",3,20,200
"21004124111",29,10,"2124111",10,41,325
"21301132805",20,3,"2132805",12,29,349
"21004124017",26,6,"2124017",10,42,222
"21004124122",28,5,"2124122",4,26,364
"21004124021",23,6,"2124021",0,21,343
"21004124023",24,12,"2124023",4,35,224
"21004124135",37,9,"2124135",0,34,405
"21004124024",16,9,"2124024",4,23,162
"21004124031",23,8,"2124031",4,37,301
"21004124032",19,0,"2124032",3,23,174
"21004124118",22,6,"2124118",5,39,338
"21004124119",37,10,"2124119",10,41,395
"21004124120",18,8,"2124120",3,21,274
"21004124128",40,9,"2124128",12,27,419
"21004124134",29,7,"2124134",3,14,284
"21004124136",40,3,"2124136",5,41,498
"21004124137",34,7,"2124137",10,40,341
"21004124144",34,8,"2124144",8,58,325
"21004124147",10,3,"2124147",7,17,149
"21004124158",21,5,"2124158",5,29,222
"21004124154",54,8,"2124154",10,48,532
"21005124205",31,4,"2124205",12,58,538
"21005124210",32,0,"2124210",12,22,367
"21004124148",24,5,"2124148",8,24,372
"21004124156",26,7,"2124156",12,36,200
"21004124157",50,9,"2124157",11,55,378
"21005124215",42,3,"2124215",25,74,602
"21005124211",25,4,"2124211",16,25,313
"21005124221",17,3,"2124221",3,14,270
"21005124224",37,0,"2124224",11,28,384
"21005124227",23,0,"2124227",6,25,231
"21005124302",6,0,"2124302",0,11,186
"21005124304",0,0,"2124304",0,0,0
"21005124306",17,0,"2124306",9,17,359
"21005124308",20,0,"2124308",8,17,208
"21005124310",24,0,"2124310",4,27,308
"21005124312",26,0,"2124312",13,31,423
"21005124314",45,3,"2124314",8,31,506
"21005124316",8,0,"2124316",11,18,180
"21005124326",17,0,"2124326",3,8,301
"21005124333",23,3,"2124333",4,28,396
"21005124334",25,0,"2124334",3,28,284
"21005124336",28,0,"2124336",3,23,419
"21005124337",15,3,"2124337",9,8,274
"21005124502",38,5,"2124502",4,24,348
"21005124513",38,4,"2124513",5,35,367
"21005124514",53,4,"2124514",12,51,498
"21005124519",11,4,"2124519",3,23,304
"21005144110",22,5,"2144110",3,25,257
"21005124522",13,0,"2124522",7,20,171
"21005124524",24,10,"2124524",12,27,312
"21005124528",52,3,"2124528",6,58,495
"21005124543",41,3,"2124543",8,52,404
"21005124603",26,0,"2124603",6,34,330
"21005124605",36,3,"2124605",4,51,296
"21005124613",23,3,"2124613",9,42,210
"21005124624",18,0,"2124624",11,31,255
"21005124629",23,8,"2124629",3,31,247
"21005124634",38,3,"2124634",13,65,387
"21005124706",32,0,"2124706",9,22,449
"21005124710",21,0,"2124710",3,17,358
"21005124713",28,5,"2124713",3,32,423
"21005124718",25,3,"2124718",6,36,362
"21005124719",31,4,"2124719",3,9,284
"21101144603",38,4,"2144603",15,53,268
"21005124901",34,9,"2124901",10,32,408
"21005124905",30,3,"2124905",15,36,327
"21005124906",31,3,"2124906",9,42,321
"21005124910",25,6,"2124910",19,25,299
"21005124914",25,0,"2124914",7,21,278
"21005124933",44,11,"2124933",16,60,459
"21005124937",12,3,"2124937",7,30,238
"21005124941",24,0,"2124941",4,35,289
"21005124942",19,5,"2124942",3,33,251
"21005144109",21,3,"2144109",14,25,307
"21005124944",21,3,"2124944",15,35,372
"21005125003",40,5,"2125003",14,49,456
"21005125007",45,16,"2125007",17,50,478
"21005125014",38,7,"2125014",8,41,337
"21005144101",0,0,"2144101",0,0,0
"21005144103",21,3,"2144103",5,13,237
"21005144106",29,0,"2144106",12,34,353
"21005144111",36,6,"2144111",28,48,425
"21005144115",21,0,"2144115",6,17,282
"21005144207",54,8,"2144207",21,47,483
"21005144209",43,3,"2144209",21,44,418
"21005144212",58,4,"2144212",7,70,487
"21005144220",41,9,"2144220",11,42,324
"21005144224",27,3,"2144224",9,31,241
"21005144225",41,12,"2144225",26,55,362
"21101125125",23,0,"2125125",11,17,302
"21005144309",55,13,"2144309",21,63,475
"21005144313",22,5,"2144313",4,35,246
"21005144316",25,3,"2144316",4,17,271
"21005144317",18,0,"2144317",3,19,215
"21005144327",15,3,"2144327",0,29,206
"21005144331",29,3,"2144331",10,16,251
"21005144333",45,7,"2144333",15,56,426
"21101144621",37,12,"2144621",6,49,361
"21005144335",84,4,"2144335",60,123,727
"21005144405",68,8,"2144405",43,103,568
"21005144412",52,7,"2144412",13,67,439
"21005144413",30,0,"2144413",25,45,315
"21005144415",30,3,"2144415",7,19,271
"21005144418",67,9,"2144418",64,85,562
"21005144422",0,0,"2144422",0,0,0
"21005144503",26,6,"2144503",11,28,339
"21101125101",18,5,"2125101",3,21,145
"21101125102",34,8,"2125102",22,55,350
"21101125110",44,14,"2125110",28,71,424
"21101125114",60,10,"2125114",22,71,524
"21101125119",13,4,"2125119",10,32,250
"21101125408",38,3,"2125408",11,57,397
"21102126139",44,6,"2126139",22,80,318
"21101125127",24,12,"2125127",9,25,248
"21101125402",51,11,"2125402",20,61,443
"21101125405",33,8,"2125405",16,68,322
"21101125413",42,15,"2125413",18,99,489
"21101125415",32,8,"2125415",15,46,344
"21101125416",58,11,"2125416",40,110,503
"21101125433",32,3,"2125433",5,23,206
"21101125434",24,9,"2125434",15,48,283
"21101125503",42,3,"2125503",12,44,380
"21103126308",28,0,"2126308",9,33,233
"21101125612",27,3,"2125612",22,58,337
"21101125631",28,7,"2125631",10,42,250
"21101125913",46,10,"2125913",32,103,411
"21101125614",30,3,"2125614",16,52,247
"21101125617",24,3,"2125617",8,43,195
"21101125619",60,5,"2125619",19,68,450
"21301133512",30,0,"2133512",14,34,416
"21101125626",42,9,"2125626",24,73,396
"21103126329",34,9,"2126329",3,32,322
"21101125636",20,3,"2125636",9,39,202
"21101144820",36,0,"2144820",11,33,274
"21101125638",31,3,"2125638",12,46,257
"21101125702",52,9,"2125702",20,56,362
"21101125709",26,8,"2125709",10,55,295
"21101125710",40,5,"2125710",13,52,349
"21101125712",34,11,"2125712",29,59,372
"21101125714",46,5,"2125714",23,67,392
"21101125715",33,3,"2125715",19,50,270
"21101125813",50,4,"2125813",31,86,430
"21101125815",42,8,"2125815",22,63,328
"21101125819",37,10,"2125819",13,61,390
"21101125821",35,3,"2125821",21,43,259
"21101125828",35,4,"2125828",13,45,333
"21101126019",40,12,"2126019",28,82,391
"21101125904",21,3,"2125904",18,52,251
"21101125905",25,10,"2125905",12,47,268
"21101125907",50,4,"2125907",25,69,372
"21101125915",35,9,"2125915",21,44,343
"21101125911",36,7,"2125911",13,70,324
"21303135102",33,14,"2135102",33,61,326
"21101125921",23,11,"2125921",8,31,212
"21101125923",44,5,"2125923",24,64,362
"21101125930",44,9,"2125930",29,80,345
"21101125935",40,13,"2125935",19,58,314
"21101126021",49,10,"2126021",15,25,421
"21101126014",43,4,"2126014",22,71,421
"21101126031",33,4,"2126031",25,56,283
"21101126034",34,11,"2126034",28,105,329
"21101126039",29,0,"2126039",17,54,615
"21101126041",59,6,"2126041",33,89,622
"21101126042",43,8,"2126042",30,80,357
"21101126044",37,8,"2126044",32,97,335
"21101126047",20,7,"2126047",19,65,265
"21101144601",44,7,"2144601",5,72,405
"21101144605",42,7,"2144605",23,52,376
"21101144610",24,10,"2144610",7,45,299
"21101144611",39,10,"2144611",19,48,354
"21101144615",20,6,"2144615",19,44,352
"21101144616",28,5,"2144616",11,45,286
"21101144617",42,9,"2144617",26,63,457
"21101144619",24,9,"2144619",7,46,240
"21101144620",47,3,"2144620",17,70,415
"21101144630",67,5,"2144630",16,79,664
"21101144642",41,15,"2144642",9,53,411
"21101144644",21,6,"2144644",9,36,299
"21101144702",50,10,"2144702",19,73,575
"21101144703",39,9,"2144703",23,70,491
"21101144706",33,11,"2144706",11,59,464
"21101144707",42,4,"2144707",12,47,413
"21103126530",22,7,"2126530",18,57,275
"21101144721",38,7,"2144721",14,37,321
"21103126734",31,9,"2126734",14,59,302
"21101144726",16,5,"2144726",12,38,214
"21101144816",36,4,"2144816",5,21,304
"21101144824",41,11,"2144824",17,82,486
"21101144825",31,7,"2144825",5,56,325
"21101144828",31,11,"2144828",9,50,328
"21101144901",39,3,"2144901",5,40,388
"21102126101",37,9,"2126101",17,81,401
"21102126106",29,9,"2126106",12,52,338
"21102126111",41,9,"2126111",35,86,338
"21102126112",47,19,"2126112",26,81,367
"21102126119",21,14,"2126119",16,96,312
"21102126120",27,3,"2126120",18,42,200
"21102126122",21,4,"2126122",19,40,163
"21102126130",47,23,"2126130",17,99,351
"21102126138",32,6,"2126138",14,58,292
"21102126215",19,8,"2126215",19,68,260
"21102126204",42,12,"2126204",15,64,362
"21102126205",41,15,"2126205",16,59,325
"21102126212",9,4,"2126212",6,36,145
"21103126304",29,6,"2126304",18,61,208
"21102126220",33,3,"2126220",3,33,259
"21102126221",39,5,"2126221",9,47,310
"21102126222",20,11,"2126222",23,43,196
"21102126228",39,14,"2126228",9,45,272
"21102126231",20,3,"2126231",10,44,220
"21104127206",38,11,"2127206",30,78,337
"21103126302",54,12,"2126302",10,56,437
"21103126309",35,0,"2126309",12,42,389
"21103126310",20,3,"2126310",4,21,199
"21103126330",49,7,"2126330",5,41,427
"21103126317",47,12,"2126317",11,52,423
"21104127208",26,7,"2127208",17,51,254
"21103126324",33,12,"2126324",4,39,299
"21103126504",41,5,"2126504",9,34,280
"21103126507",55,14,"2126507",12,57,308
"21103126519",47,14,"2126519",13,91,399
"21103126524",35,14,"2126524",20,87,354
"21103126529",60,18,"2126529",10,68,404
"21103126532",47,13,"2126532",15,68,330
"21103126625",35,14,"2126625",15,70,355
"21103126539",31,16,"2126539",13,71,331
"21103126610",0,0,"2126610",0,0,0
"21103126612",15,4,"2126612",6,13,179
"21103126616",6,0,"2126616",4,6,78
"21103126619",29,3,"2126619",22,62,357
"21103126620",15,3,"2126620",13,62,225
"21103126636",34,5,"2126636",10,44,295
"21103126641",50,13,"2126641",19,91,424
"21103126742",23,6,"2126742",9,48,333
"21103126643",58,20,"2126643",36,64,471
"21103126644",65,14,"2126644",39,98,502
"21103126705",35,8,"2126705",44,103,417
"21103126706",47,11,"2126706",23,71,385
"21103126709",41,21,"2126709",24,95,468
"21103126715",27,8,"2126715",20,63,246
"21103126736",60,20,"2126736",19,73,355
"21103126741",27,7,"2126741",15,35,222
"21103145213",23,3,"2145213",7,37,216
"21103126717",19,10,"2126717",5,33,213
"21103126718",53,18,"2126718",22,100,434
"21103126722",39,9,"2126722",13,60,290
"21103126726",39,13,"2126726",19,67,394
"21103126802",31,7,"2126802",12,63,309
"21103126823",15,7,"2126823",14,29,155
"21103126803",43,9,"2126803",19,56,300
"21103126812",35,3,"2126812",22,76,281
"21103126813",24,9,"2126813",12,57,257
"21103145004",17,8,"2145004",9,29,218
"21103145006",46,9,"2145006",8,38,337
"21103145010",40,10,"2145010",20,48,411
"21103145012",39,12,"2145012",14,54,427
"21301132807",39,6,"2132807",27,40,360
"21103145013",35,6,"2145013",10,37,291
"21103145020",0,0,"2145020",0,0,0
"21103145023",19,6,"2145023",8,18,191
"21103145025",35,10,"2145025",15,63,449
"21103145101",153,44,"2145101",83,281,1352
"21103145104",65,15,"2145104",15,75,603
"21103145107",33,8,"2145107",10,52,385
"21103145113",58,14,"2145113",25,110,635
"21103145114",44,15,"2145114",13,65,384
"21103145116",50,24,"2145116",24,78,405
"21103145117",23,13,"2145117",9,43,375
"21103145118",42,9,"2145118",10,50,376
"21103145121",39,10,"2145121",16,58,393
"21103145126",37,4,"2145126",0,31,409
"21103145201",52,10,"2145201",17,77,539
"21103145205",15,3,"2145205",4,18,177
"21104126916",41,14,"2126916",33,88,392
"21103145211",27,8,"2145211",3,39,227
"21103145212",29,3,"2145212",3,40,257
"21104126901",39,9,"2126901",27,79,326
"21104126917",44,14,"2126917",34,114,494
"21104126905",48,22,"2126905",26,79,368
"21104126909",31,9,"2126909",17,60,292
"21104126911",57,16,"2126911",56,129,549
"21104126912",39,14,"2126912",31,77,410
"21104126918",36,8,"2126918",28,67,299
"21104126919",35,11,"2126919",30,74,347
"21104126922",46,8,"2126922",39,88,488
"21104127001",54,17,"2127001",46,126,471
"21104127003",30,16,"2127003",11,60,230
"21104127004",50,32,"2127004",46,109,456
"21104127005",39,11,"2127005",16,94,379
"21104127006",38,12,"2127006",27,78,368
"21104127009",45,10,"2127009",44,116,376
"21104127014",37,16,"2127014",50,132,391
"21104127016",40,8,"2127016",41,90,365
"21104127020",28,14,"2127020",18,74,294
"21104127022",26,8,"2127022",13,54,233
"21104127028",33,18,"2127028",30,41,249
"21104127029",45,15,"2127029",21,69,324
"21301133314",27,3,"2133314",0,34,476
"21104127030",22,4,"2127030",13,47,194
"21104127038",21,7,"2127038",19,40,218
"21104127101",0,0,"2127101",0,0,0
"21301133318",30,3,"2133318",3,23,404
"21104127102",40,17,"2127102",18,82,421
"21104127107",36,12,"2127107",28,52,278
"21104127109",55,8,"2127109",39,94,446
"21104127111",38,12,"2127111",16,101,353
"21104127112",32,6,"2127112",22,81,279
"21104127119",39,15,"2127119",26,77,366
"21104127124",36,6,"2127124",23,69,331
"21104127126",44,10,"2127126",27,84,545
"21104127127",22,10,"2127127",17,47,234
"21104127128",11,3,"2127128",9,18,210
"21104127204",56,15,"2127204",28,96,491
"21104127213",47,9,"2127213",42,87,387
"21104127224",37,10,"2127224",28,62,242
"21104127225",5,0,"2127225",3,20,101
"21104127302",31,9,"2127302",33,76,298
"21104127303",30,12,"2127303",19,56,264
"21104127307",34,16,"2127307",46,103,422
"21104127313",46,10,"2127313",37,83,392
"21104127319",34,8,"2127319",30,88,291
"21104127326",21,5,"2127326",10,52,263
"21104127327",25,5,"2127327",5,35,202
"21105127412",49,8,"2127412",16,56,431
"21104127328",40,7,"2127328",25,68,352
"21104127330",34,12,"2127330",19,64,276
"21105127413",19,9,"2127413",7,31,183
"21105127410",25,4,"2127410",5,35,190
"21105127414",37,5,"2127414",15,48,277
"21105127415",25,4,"2127415",3,25,158
"21105127515",54,10,"2127515",4,53,479
"21105127423",32,7,"2127423",12,47,228
"21105127425",26,8,"2127425",17,23,246
"21105127501",31,8,"2127501",10,47,347
"21105127427",17,4,"2127427",6,16,187
"21105127506",48,7,"2127506",12,45,368
"21105127611",24,4,"2127611",0,35,253
"21105127719",46,3,"2127719",17,34,545
"21105127509",0,0,"2127509",0,0,0
"21105127511",39,5,"2127511",3,42,344
"21105127514",23,3,"2127514",8,24,308
"21105127520",28,6,"2127520",7,30,259
"21105127614",42,0,"2127614",5,38,428
"21105127615",0,0,"2127615",0,0,3
"21105127844",19,3,"2127844",4,22,212
"21105127601",20,4,"2127601",3,23,184
"21105127616",45,4,"2127616",5,55,371
"21105127617",32,0,"2127617",7,39,231
"21105127619",23,4,"2127619",5,27,285
"21105127626",45,3,"2127626",7,43,391
"21105127625",32,6,"2127625",3,31,339
"21105127716",57,7,"2127716",6,45,550
"21105128114",34,10,"2128114",4,29,307
"21105127802",0,0,"2127802",0,0,4
"21105127804",24,7,"2127804",11,40,251
"21105127838",0,0,"2127838",0,0,3
